,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
16500,1,0,3,3,1,0,1,1,0,0,0,1,1,0,0,12.32,28.85,1.99,3.09,7.49,0.38,6.89
11008,0,1,2,4,1,0,1,1,1,1,0,1,1,1,1,12,27.01,-0.39,-2.49,7.37,-1.18,5.85
6414,0,1,2,5,1,1,0,1,1,1,1,0,1,0,0,11.88,28.37,-1.75,5.19,7.19,2.02,6.08
15294,1,1,3,1,1,0,1,0,0,1,1,1,1,0,0,12.17,27.01,0.7,-0.25,7.59,-1.88,6.81
19158,1,1,4,4,4,1,0,1,1,1,1,1,1,1,1,12.29,25.4,2.95,5.97,7.78,0.73,8.02
19601,1,1,3,5,5,0,0,0,0,1,1,0,1,1,1,12.08,28.44,0.08,1.05,7.42,0.52,5.12
4716,0,0,2,4,5,0,1,1,1,0,1,1,1,0,0,11.92,24.76,2.73,-2.44,7.74,1.57,3.84
14768,0,1,3,4,4,1,1,1,1,0,1,1,0,0,0,12.34,25.14,1.43,-3.28,7.31,1.9,3.59
14553,0,1,4,3,5,1,0,1,0,0,0,1,0,1,0,11.88,27.21,-0.22,1.48,7.65,-1.39,6.36
9514,0,1,2,3,5,1,1,0,1,1,0,0,1,0,1,12.26,25.09,1.66,-3.42,7.62,-2.2,5.03
6922,0,0,3,5,3,0,0,1,1,1,1,0,1,0,1,12.13,31.09,2.27,0.89,7.8,2.79,1.88
14238,0,0,4,3,5,0,0,0,0,0,1,0,0,1,0,12.3,27.2,2.89,0.48,7.6,1.85,5.08
18667,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,12.14,26.79,-1.72,0.49,7.13,-0.53,6.55
5066,0,1,5,3,3,1,0,1,1,1,0,1,1,0,1,11.83,28.4,2.85,3.1,7.82,3.82,5.46
10730,0,1,1,4,3,1,0,1,0,1,1,0,0,1,1,11.94,26.78,0.31,7.98,7.67,-0.31,5.49
9573,0,1,5,2,4,0,1,1,0,0,1,1,0,0,0,12.21,27.79,1.41,2.74,7.32,0.2,7.59
5721,0,1,1,3,4,1,1,0,0,0,1,0,0,1,0,12.38,30.68,2.51,-0.76,7.75,-1.23,3.01
16415,1,1,3,2,4,0,0,0,1,1,0,0,1,0,1,12.54,29.62,0.97,2.72,7.66,-0.43,5.07
19231,1,1,1,3,1,0,1,1,0,0,0,1,0,0,0,11.9,27.91,2.31,-0.43,7.33,2.39,5.84
9190,0,1,4,2,5,0,0,1,0,0,0,0,0,1,0,12.26,27.25,0.59,-1.37,7.53,-0.93,5.79
19974,1,0,3,5,5,0,0,0,0,0,1,1,1,0,1,11.99,25.11,2.26,0.58,7.36,3.32,7.55
2297,0,0,4,4,4,1,0,0,1,0,1,1,0,1,1,12.1,26.79,3.13,-0.16,7.29,1.21,6.01
9931,0,1,3,5,4,0,0,0,0,0,0,0,1,0,1,11.99,25.76,2.14,1.89,7.41,-1.22,6.54
4686,0,1,2,2,2,0,0,1,1,0,1,0,0,1,1,11.83,25.21,0.76,-0.99,7.5,4.24,6.29
11778,0,1,4,5,3,0,1,1,1,0,1,0,1,1,0,11.88,27.27,1.77,-3.73,7.39,-0.03,7.09
8081,0,0,4,5,4,0,0,0,1,1,1,1,1,1,0,12.47,27.36,1.72,-7,7.82,2.96,4.41
5239,0,1,4,5,3,0,1,1,1,1,0,0,1,0,1,12.21,29.81,3,-2.96,7.72,2.99,6.06
4003,0,1,2,3,3,1,1,0,1,1,1,0,0,0,0,11.96,25.25,-0.51,-1.5,7.15,-0.39,5.65
19091,1,1,3,4,5,0,0,1,0,1,0,1,1,1,1,12.09,27.41,3.83,-1.5,7.65,0.99,4.67
10253,0,1,4,2,5,0,1,0,0,0,0,0,1,0,0,11.9,31.31,1.54,1.12,7.4,-0.4,6.41
10565,0,0,5,5,4,0,1,1,1,0,1,1,0,0,0,12.15,28.26,1.25,2.2,7.74,-0.98,7.06
12079,0,0,4,3,3,1,1,0,0,1,0,1,0,0,1,12.43,27.88,-0.3,0.01,7.64,-0.34,5.62
3163,0,1,5,4,4,0,0,0,1,0,1,1,1,1,1,12,28.78,-2.59,-0.03,7.24,0,5.96
15515,1,1,2,2,5,0,1,1,0,1,1,0,1,0,1,11.99,32.19,1.72,-8.52,7.3,3.29,6.11
10513,0,1,2,2,4,0,1,0,0,1,0,0,1,1,0,11.8,26.18,1.77,1.73,7.37,1.15,4.72
19724,1,1,2,1,1,1,0,0,1,0,1,1,0,1,0,11.88,28.61,1.63,2.24,7.62,2.52,5.37
18574,1,0,5,3,3,1,1,0,0,1,1,1,1,1,0,12.18,30.42,-0.85,-5.85,7.26,-1.42,6.65
12643,0,1,1,3,4,1,1,0,1,1,1,0,0,0,1,12.01,26.24,2.75,2.08,7.72,3.21,6.23
14585,0,1,3,5,3,1,0,0,1,0,0,0,1,0,0,12.05,28.11,2.8,1.73,7.5,0.1,4.48
3905,0,1,3,5,3,0,0,1,0,0,0,0,1,0,1,12.21,26.93,3.98,0.1,7.7,0.14,6.64
10803,0,1,5,5,5,0,0,1,1,0,1,1,1,1,1,12.55,27.48,0.02,-0.68,7.77,2.02,5.68
3161,0,1,1,5,5,0,1,0,1,1,1,0,0,1,0,12.04,27.04,0.91,-5.71,7.62,3.33,6.33
10162,0,1,2,2,5,0,1,0,1,0,1,0,0,1,0,11.95,29.18,-0.02,2.61,7.79,1.37,6.56
10659,0,1,1,5,3,1,0,0,1,1,1,0,0,1,1,11.92,28.46,2.72,0.99,7.34,5.06,6.21
1201,0,0,2,4,3,1,1,0,1,0,0,1,0,1,1,12.09,24.84,4.81,0.05,7.61,-0.17,6.6
9391,0,1,5,3,5,0,0,0,0,1,0,0,0,0,0,12.12,28.17,2.35,-3.17,7.58,0.44,5.15
18943,1,1,4,3,2,1,0,0,0,0,0,0,0,1,0,12.15,25.54,1.22,2.72,7.77,2.2,5.06
7969,0,1,4,2,3,0,1,1,1,1,0,0,0,0,0,11.94,28.12,2.32,2.41,7.68,3.58,4.05
15904,1,1,4,4,4,1,1,0,1,1,0,0,1,0,1,11.92,27.51,0.92,-4.94,7.9,2.81,6.18
4698,0,0,1,2,1,0,1,0,0,1,0,1,1,0,1,12.32,28.35,3.07,1.82,7.68,2.83,3.8
16721,1,0,2,2,1,1,0,1,0,0,0,0,0,1,1,12.08,27.99,1.16,-1.03,7.49,-3.94,5.12
6015,0,1,4,3,5,1,0,0,1,1,0,0,0,1,0,12.01,29.56,3.89,-0.63,7.51,1.72,5.92
18638,1,1,1,2,2,1,0,1,0,1,1,0,1,0,1,12.06,28.82,2.6,4.83,7.33,1.09,6.52
6545,0,1,2,4,1,1,1,0,0,0,1,0,0,0,1,12.08,30.46,0.98,-4.88,7.92,2.54,5.67
7273,0,0,4,4,5,0,0,0,1,1,1,1,1,0,1,11.83,28.24,2.67,-1.18,7.01,1.48,5.69
14229,0,1,5,5,4,0,1,0,0,1,1,0,0,1,1,11.97,28.54,-4.51,1.54,7.41,-2.6,5.86
9651,0,1,4,3,4,1,1,1,0,0,1,1,1,0,0,12.21,27.17,-0.29,-0.33,7.57,-0.05,7.37
9221,0,1,1,5,5,0,1,1,1,1,0,0,0,0,1,12.08,27.59,1.92,0.69,7.63,-1.22,5.31
5471,0,0,4,4,4,0,0,0,1,0,0,0,1,1,1,12.06,26.6,0.82,4.5,6.99,1.41,4.31
3743,0,0,3,2,3,1,1,1,0,1,0,0,0,1,0,11.9,28.89,1.39,-1.71,6.87,-0.28,5.15
7667,0,1,5,4,3,0,1,0,0,1,1,1,0,1,1,12.21,26.22,-1.42,0.86,7.35,-2.47,6.62
2679,0,1,1,3,5,0,0,0,0,1,1,0,1,1,0,12.62,29.21,-0.27,3.28,7.77,-0.36,7.74
4797,0,1,3,4,5,0,0,1,0,0,1,1,0,0,1,11.76,31.55,0.63,1.53,7.51,4.05,7.36
18530,1,0,4,5,5,0,0,1,1,1,0,0,0,1,1,12.03,27.02,3.58,-5.07,7.3,-1.25,6.03
12433,0,1,1,4,3,0,0,1,1,0,0,1,0,0,1,12.2,30.3,1.34,-2.38,7.32,1.81,4.99
823,0,1,1,2,5,1,1,1,1,0,0,1,0,0,0,12.12,29.67,1.35,-2.85,7.47,2.07,6.18
4458,0,1,5,3,3,1,1,0,0,1,1,1,1,0,0,12.41,30.17,5.05,-0.76,7.42,-1.83,5.81
4694,0,0,5,4,4,1,1,1,1,1,1,1,1,0,0,11.85,28.81,-1.14,-2.56,7.36,0.75,4.83
19438,1,1,5,5,1,1,1,0,1,1,0,0,0,0,1,12,25.49,2.24,-4.46,7.43,1.15,6.35
8882,0,1,5,4,5,1,1,1,0,0,0,1,1,0,1,12.17,26.12,2.2,-2.24,7.39,0.19,3.07
17080,1,1,4,1,5,1,1,0,1,1,0,1,0,0,0,12.08,26.91,3.78,-0.3,7.3,2.79,6.03
16674,1,1,4,5,2,1,1,0,0,0,1,0,0,0,1,12.01,29.36,2.79,-2.85,8.11,1.28,2.83
4778,0,0,5,5,5,1,0,0,1,0,1,1,1,1,0,12.12,28.86,-0.16,-5.8,7.29,-0.61,4.33
18339,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,12.12,28.65,1.14,1.06,7.95,1.82,5.71
8350,0,1,3,5,3,1,0,1,1,0,1,0,1,1,1,12.08,23.91,2.31,2.17,7.74,-0.52,6.88
7770,0,1,5,5,1,1,0,1,0,1,0,1,1,1,1,11.99,26.46,-0.22,2.06,7.31,0.78,5.37
14549,0,1,5,4,2,0,1,1,0,1,0,1,0,1,0,12.02,29.58,-0.63,-4.4,7.21,-0.56,4.77
1047,0,1,1,4,2,0,1,0,0,0,0,1,0,1,1,11.99,29.5,2.25,-5.91,7.56,0.69,6.33
3773,0,1,1,5,5,0,0,0,1,1,0,1,1,1,1,12.03,28.4,-0.25,1.79,7.66,-0.34,6.65
7835,0,1,5,3,3,1,1,0,1,0,1,1,0,1,1,11.86,28.28,2.4,-7.4,7.33,0,4.32
8620,0,1,1,4,3,0,0,0,1,1,1,0,1,0,0,12.37,28.59,0.12,-0.21,7.33,1.83,5.4
14279,0,1,1,4,1,0,0,1,1,1,1,0,1,1,1,12.07,26.62,1.9,2.52,7.91,2.31,6.29
17746,1,1,2,2,1,0,1,0,1,0,1,0,0,0,0,12.18,27.68,1.44,-2.3,7.33,1.43,7.66
7848,0,1,5,4,2,0,1,1,1,1,0,0,1,0,0,12.2,26.27,2.47,-0.48,7.56,2.81,7.76
195,0,1,5,4,4,0,1,1,1,1,1,1,1,1,0,12.05,26.49,2.04,-3.07,7.79,-0.04,6.16
16387,1,0,4,4,4,1,1,1,1,1,0,0,0,1,1,12.29,31.17,-2.37,1.37,7.65,-0.36,6.08
3706,0,1,4,5,1,0,1,0,0,1,1,1,1,1,0,12.37,29.62,1.95,4.58,7.36,4.39,6.36
17138,1,0,1,2,3,0,0,1,0,1,0,1,1,0,0,12.17,28.72,2.55,-0.38,7.41,-1.41,5.47
19365,1,1,2,4,4,1,0,1,1,0,0,0,0,0,1,11.71,26.51,-0.04,1.54,7.62,2.6,4.82
7895,0,1,4,4,3,0,0,0,1,0,1,0,1,1,0,11.79,28.32,2.36,-7.18,7.4,1.4,5.11
17071,1,0,4,5,2,1,0,0,1,1,0,1,0,0,1,12.11,28.11,2.03,-1.21,8.15,0.72,4.99
15134,1,1,2,2,4,1,0,1,1,0,1,0,1,0,1,12.31,29.49,1.32,3.79,7.38,1.76,5.18
13014,0,0,1,4,5,1,1,0,0,0,1,1,0,1,1,11.85,28.42,4.49,3.64,7.01,3.05,6.8
1640,0,1,3,3,4,1,1,0,0,0,0,1,1,1,1,12.23,27.81,1.61,2.93,7.52,-1.04,5.95
3577,0,1,5,4,1,1,0,0,0,1,0,0,1,1,0,12.3,23.76,2.04,-5.29,7.71,-1.03,6.81
16089,1,1,2,2,2,0,1,0,0,1,0,0,0,0,0,12.07,26.07,1.42,-1.97,7.18,-0.21,4.95
9017,0,1,3,4,5,0,0,1,0,0,1,1,1,0,0,11.91,28.99,1.8,4.33,7.24,1.56,6.34
6576,0,1,4,5,4,0,0,0,0,0,1,1,0,1,1,11.82,27.49,-0.68,-5.09,7.7,0.81,4.9
12526,0,1,3,2,4,0,0,1,0,1,1,0,0,1,1,12.28,27.23,1.03,-4.84,7.38,-1.52,4.37
9217,0,1,2,2,4,1,0,0,1,0,1,1,0,1,1,11.96,27.02,4.1,2.72,7.35,-0.31,5.99
14249,0,0,1,4,5,0,1,0,1,1,0,1,1,0,0,12.23,28.46,0.03,2.65,7.49,0.63,7.7
10679,0,1,1,5,2,1,1,1,0,0,0,0,0,1,0,11.97,24.15,-0.28,4.33,7.41,1.61,5.78
8213,0,0,2,2,5,0,0,0,0,1,0,0,0,0,1,12.15,26.73,2.67,-3.64,7.28,1.9,7.33
10443,0,1,1,3,4,0,0,0,0,0,1,0,0,1,0,12.26,27.08,2.22,2.55,7.67,3.6,6.26
5781,0,1,4,5,5,0,0,1,0,0,0,0,0,1,1,12.3,24.26,-1.54,-0.01,7.23,1.71,4.64
10210,0,1,2,5,5,0,0,1,0,1,0,1,1,0,1,12.08,25.21,0.73,-3.59,7.28,-1.95,6.05
12138,0,0,4,4,4,1,0,1,1,0,1,0,0,1,1,12.11,30.44,0.77,-5.16,7.33,-0.84,8.12
7864,0,0,5,4,4,0,1,1,0,1,0,1,1,0,1,11.79,26.68,2.53,-0.38,7.39,0.56,4.96
9184,0,1,4,4,4,0,1,1,0,0,1,1,1,0,0,12.06,28.05,4.87,4.35,7.93,0.07,5.31
12083,0,0,2,5,4,0,1,0,0,0,1,0,0,1,0,11.8,27.57,0.56,4.43,7.04,1.58,4.94
9269,0,1,4,1,5,1,1,1,0,0,0,1,1,1,0,11.99,26.5,0.41,-1.15,7.81,-2.47,5.93
8756,0,1,5,4,4,1,1,1,1,0,0,0,1,0,1,11.93,30.78,-2.14,-6.04,7.56,1.44,8.7
1321,0,1,4,4,3,1,0,0,0,1,0,1,1,1,1,11.75,29.31,1.7,-1.13,7.29,0.43,5.9
4662,0,1,1,4,5,0,0,0,0,1,0,1,0,0,1,11.97,27.95,1.71,0.5,7.63,3.02,7.03
8039,0,1,1,2,5,1,1,1,1,1,0,1,1,1,0,11.99,28.19,-1.18,-6.88,7.38,1.1,5.1
18614,1,1,1,4,4,1,0,0,0,1,1,0,1,1,0,12.2,26.51,2.74,-3.23,8.05,1.96,5.37
11318,0,1,2,4,4,1,1,0,1,0,1,0,0,1,1,11.79,28.52,1.13,-0.86,7.73,1.09,7.95
7175,0,1,5,5,3,0,0,1,0,1,0,0,1,0,1,12.39,28.55,4.48,8.41,7.61,1.31,5.19
5330,0,0,4,4,4,1,0,0,0,0,0,0,0,1,1,12.1,28.14,0.73,0.04,7.74,-3,6.79
17337,1,1,4,4,1,0,0,1,0,1,1,1,1,1,0,12.07,26.08,4.32,-3.4,7.55,1.42,6.24
15820,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,12.01,28.08,2.73,5.65,7.61,-0.73,4.41
784,0,1,3,3,4,1,1,1,0,0,1,0,1,0,0,12.03,29.28,3.42,2.64,7.26,-3.22,4.68
19813,1,1,4,1,3,0,1,0,1,1,1,0,1,0,0,11.66,27.22,4.12,-3.92,7.33,-2.98,6
1553,0,0,1,3,4,1,1,0,0,0,1,0,0,1,1,11.97,29.85,2.3,0.02,7.27,-2.16,6.35
2919,0,0,4,3,5,0,0,1,1,0,1,1,1,1,0,12.25,27.97,-0.09,-1.26,7.3,-0.82,5.93
14499,0,1,3,5,3,0,1,1,1,1,1,0,1,0,1,12.24,26.14,5.14,-1.13,7.44,0.37,5.35
9106,0,1,1,4,5,0,1,1,1,0,0,1,0,0,1,12.05,30.5,3.2,5.24,7.87,0.53,6.6
5267,0,1,3,2,5,0,1,0,1,1,0,0,1,1,0,12.16,25.72,3.56,-1.75,7.44,0.59,5.29
19944,1,1,5,3,2,1,1,1,0,0,0,0,1,1,0,11.84,26.95,4.14,-3.3,7.3,1.28,7.69
11029,0,1,3,4,3,1,0,0,1,0,0,1,0,0,1,11.9,26.94,1.59,0.65,7.13,-0.73,5.33
11064,0,1,1,4,3,0,1,0,0,1,1,1,0,1,0,12.02,28.39,3.88,1.73,7.54,-3.28,7.31
2376,0,1,4,4,5,1,1,0,1,1,1,0,1,1,1,11.86,26.84,0.13,-0.74,8.01,2.52,6.24
16019,1,1,2,5,4,0,1,1,1,0,1,0,1,1,0,11.85,27.97,2.28,-1.05,7.62,-0.48,5.52
11071,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,11.91,27.68,2.24,2.35,7.7,0.11,5.78
2243,0,1,1,2,2,0,1,1,1,1,0,1,1,0,0,11.76,27.67,1.73,1.75,7.34,1.03,5.35
14085,0,1,3,3,4,1,0,0,0,1,0,1,1,0,0,12.23,25.6,1.55,-2.36,7.39,-1.37,5.4
17012,1,0,1,3,1,0,1,0,0,0,0,1,0,1,0,11.81,27.97,0.57,1.72,7.07,1.23,4.1
13296,0,1,1,5,4,1,1,0,1,0,1,1,0,1,0,12.3,28.46,2.6,-2.19,7.49,3.66,4.61
8842,0,1,3,2,3,0,1,1,1,0,0,1,1,0,1,11.99,31.72,4.91,0.91,7.58,2.05,6.2
6534,0,0,4,2,5,0,1,0,1,0,1,0,0,0,1,11.87,28.2,2.74,-4.15,7.23,-1.39,4.63
1102,0,0,3,2,4,0,1,0,1,0,0,1,0,0,0,12.38,27.62,2.41,0.37,7.74,0.83,5.61
18666,1,0,3,2,4,1,1,0,1,0,1,0,0,0,1,12.52,25.81,1.67,-1.65,7.61,0.19,6.23
13374,0,1,4,4,4,0,1,0,0,0,1,1,0,1,0,12.09,27.76,1.56,4.13,7.75,-0.48,6.39
7378,0,0,3,2,3,1,1,1,0,0,1,1,1,1,0,12.19,29.88,3.19,4.46,7.78,0.47,5.17
3136,0,1,2,2,4,0,1,1,0,0,1,1,1,1,0,11.75,26.54,1.94,1.8,8.02,0.58,6.76
485,0,1,5,2,5,1,1,1,0,0,1,1,1,0,1,12,27.94,2.89,-0.78,8.01,0.88,6.93
6328,0,1,4,2,4,0,1,1,0,0,0,0,1,0,1,11.98,26.79,-1.77,-2.54,7.58,0.51,7.05
3508,0,1,3,1,1,0,0,0,0,1,0,1,1,1,0,12.02,29.18,3.18,-1,7.68,-0.73,5.8
5236,0,1,3,5,3,0,1,0,0,0,0,0,0,1,1,11.98,26.1,3.98,-5.73,7.72,0.91,6.81
9468,0,1,5,4,1,1,1,1,1,1,1,0,1,1,1,12.22,26.68,4.41,0.84,7.62,-1.66,5.01
959,0,1,1,4,3,1,1,1,0,1,1,1,0,0,0,12.04,26.44,5.27,3.2,7.5,2.62,6.06
17030,1,0,3,2,4,0,1,0,0,0,0,0,0,0,0,12.05,24.62,3.92,-1.87,7.73,2.06,6.14
3063,0,1,5,5,4,1,1,1,1,1,1,0,0,1,0,11.98,25.83,0.22,3.22,7.4,-4.57,7.54
3290,0,1,3,2,4,1,0,0,0,0,0,1,1,1,0,11.76,25.07,1.9,3.27,7.67,-0.45,2.79
6152,0,1,2,4,2,0,1,0,0,1,0,0,0,1,0,11.94,28.11,2.85,-3.63,7.46,0.41,4.7
13813,0,1,4,5,1,0,1,0,0,1,1,1,0,0,1,12.11,28.56,5.62,5.07,7.52,-0.13,6.03
2898,0,1,2,1,5,0,1,1,1,1,1,0,1,1,0,11.96,29.71,2.24,0.8,7.37,0.46,4.93
5903,0,0,1,5,4,1,1,0,0,1,0,1,1,1,1,11.86,25.39,1.73,-4.68,7.49,0.68,4.75
15943,1,0,4,2,3,0,1,0,0,0,0,1,0,0,0,11.81,31.09,0.82,0.63,7.37,2.03,5.75
3986,0,1,5,4,4,1,1,0,0,1,1,1,1,0,1,12.18,29.52,4.22,-5.84,7.64,0.75,6.08
4305,0,1,5,4,3,1,1,0,0,1,0,0,1,0,1,12.08,28.66,2.14,-1.07,7.89,-1.9,5.56
15033,1,0,5,3,3,0,1,0,0,1,0,0,1,0,1,12.28,29.44,-1.6,-4.17,7.72,0.37,5.22
5813,0,1,3,2,5,0,1,1,0,1,0,1,0,0,1,12.02,27.8,2.85,-9.64,7.21,-0.99,4.56
11364,0,1,4,4,5,0,0,0,1,0,1,0,0,1,0,11.85,25.36,2.03,4.35,6.88,2.41,5.05
3057,0,1,1,4,5,0,0,0,0,1,1,1,1,0,1,12.02,26.98,0.69,0.28,8.04,0.26,7.16
15903,1,1,3,1,2,1,1,0,0,1,0,0,1,0,0,12.23,30.15,-1.6,0.68,7.46,2.56,5.02
18193,1,1,3,2,4,1,0,1,0,0,0,0,1,0,0,12.23,27.2,1.43,4.98,7.36,0.51,8.51
12169,0,1,5,2,3,0,1,1,0,1,0,1,0,1,0,12.33,29.29,0.73,-2.45,6.81,1.25,7.02
10991,0,0,5,4,3,1,1,1,1,1,0,0,1,0,1,12.28,28.64,0.46,3.66,7.34,0.05,4.82
3648,0,0,4,5,3,1,0,0,1,1,1,0,1,1,0,11.93,28.8,2.05,0.39,7.39,-0.43,3.35
18158,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,12.09,28.34,2.69,-0.51,7.28,-0.49,5.91
19433,1,1,1,3,3,1,0,0,1,1,1,0,0,0,0,12.15,26.32,1.27,3.71,7.6,0.08,7.66
12951,0,1,3,2,3,0,0,0,0,1,1,0,0,1,0,12.04,28.37,2.08,-3.66,7.39,-1.59,6.8
11769,0,1,1,2,4,0,1,1,0,1,0,1,1,0,1,12.19,28.31,0.28,0.94,7.63,1.83,5.46
11588,0,0,3,4,4,1,0,1,1,0,1,1,0,0,1,11.93,23.98,2.16,5.09,7.28,2.45,5.36
19361,1,1,5,4,4,1,0,1,1,1,1,0,1,1,0,11.86,26.76,1.99,3.39,7.25,2.12,5.51
2248,0,1,2,4,4,0,0,1,1,1,1,0,0,1,1,11.79,28.65,2.5,-1.13,7.83,-2.32,3.63
708,0,1,2,1,5,1,1,1,1,1,0,1,1,0,0,11.88,27.59,-1.68,2.47,7.55,-1.3,5.7
15644,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,11.93,24.67,2.78,-0.65,7.67,0.59,6.43
6896,0,1,2,4,2,1,1,1,1,0,1,0,1,1,1,12.17,26.8,1.03,-1.45,7.42,1.98,4.83
8824,0,0,4,3,4,0,0,0,1,0,1,0,0,0,0,11.75,30.11,3.01,-1.06,7.25,2.17,7.15
5398,0,1,3,3,4,1,0,1,1,0,0,1,1,0,0,11.92,27.48,1.91,0.51,7.34,1.65,5.82
18771,1,1,3,3,3,0,0,0,0,0,0,1,1,0,0,12.29,28.85,0.6,0.24,7.56,-1.09,6.87
13779,0,1,1,5,5,1,0,1,0,0,0,1,1,1,0,11.96,26.56,-0.67,-0.78,7.66,1.35,6.54
13248,0,1,4,5,3,1,0,1,0,1,0,0,0,1,0,12.17,28.56,2.3,-4.43,7.83,-0.72,5.59
6343,0,1,1,4,3,1,1,0,1,1,1,0,1,0,0,11.84,23.4,2.36,-4.03,7.48,0.98,6.34
8272,0,1,2,4,4,0,0,0,0,0,1,1,0,0,1,11.88,29.85,-1.09,4.86,7.35,0.32,5.76
9382,0,1,1,3,5,0,1,0,0,1,0,1,0,0,1,12.26,29.46,1.51,0.65,7.75,-1.48,5.92
17022,1,1,2,3,4,0,0,1,0,0,1,1,0,1,0,12.19,27.5,6.03,-2.74,7.3,0.55,4.74
10272,0,1,3,2,4,1,1,0,0,1,1,0,1,0,0,12.21,30.2,-1.22,4.15,7.74,0.88,6.83
15833,1,1,2,3,3,1,1,0,0,0,1,0,1,1,0,12.14,28.9,1.68,-1.05,7.95,5.11,7.98
7845,0,1,1,5,5,0,0,1,1,0,1,0,1,0,1,12.27,28.74,4.92,3.67,7.36,1.68,6.93
2284,0,0,4,2,2,0,1,1,0,0,0,0,0,1,1,11.99,28.26,3.38,1.17,7.65,0.67,5.78
2356,0,1,5,3,4,1,1,0,0,0,0,0,1,1,0,12,28.2,2.56,0.38,7.6,-2.32,5.34
19351,1,1,1,5,3,1,1,0,0,0,1,1,0,0,0,12.28,29.03,2.72,2.57,7.8,-1.1,7.49
14016,0,1,2,5,3,0,0,1,1,0,1,1,1,1,1,11.64,28.28,1.52,-2.81,7.71,-1.18,6.61
13021,0,0,2,4,4,0,0,0,0,1,0,0,1,0,1,12.01,26,-0.01,-3.57,7.35,0.5,4.5
5951,0,0,2,5,1,1,1,1,1,1,1,1,0,1,0,12.12,27.43,1.1,3.75,7.54,1.65,4.92
11619,0,0,5,2,4,1,0,0,0,0,1,0,1,0,1,12.15,30.06,1.11,-0.62,7.63,3.51,6.19
7782,0,1,2,4,2,0,0,1,1,1,0,0,0,0,1,12.07,28.39,2.07,1.62,7.61,-1.51,6.35
16744,1,0,4,2,2,0,0,1,1,0,0,1,0,1,0,11.64,28.79,2.56,1.67,7.67,-0.68,8.03
18273,1,1,3,4,4,1,1,0,0,0,1,0,1,0,0,12.03,27.79,3.06,3.21,7.42,-0.71,5.89
3217,0,1,4,5,3,0,0,0,1,0,0,0,1,1,1,12.16,29.42,0.96,1,7.29,0.09,6.43
14871,0,0,2,3,5,1,1,1,1,0,0,0,1,0,0,11.78,28.56,1.14,3.78,7.91,-4.04,6.49
19141,1,1,3,3,3,0,1,0,0,0,1,1,0,0,0,12.05,27.4,2.89,-4.95,7.7,2.9,4.1
8671,0,1,5,5,4,1,0,1,1,0,0,0,1,0,0,11.77,27.95,0.23,-1.25,7.47,1.65,6.03
12382,0,1,4,5,5,1,0,1,0,0,1,1,0,1,0,12.07,26.54,0.14,-4.82,7.21,1.25,5.41
18057,1,1,3,5,3,0,1,1,0,1,0,0,1,1,1,11.9,29.95,1.08,-2.39,7.16,1.32,4.93
19009,1,0,2,5,4,1,1,0,0,0,0,0,0,0,1,12.27,28.24,2.3,-2.48,7.52,1.97,4.55
6189,0,1,2,3,3,0,1,1,1,0,1,0,1,1,1,12.05,26.05,2.07,-3.08,7.56,1.46,4.48
11196,0,1,5,4,3,0,1,0,0,0,0,0,1,0,0,11.74,30.72,0.39,0.23,7.52,1.48,7.41
2238,0,1,1,4,5,0,0,1,0,1,0,0,1,0,0,12,29.18,2.48,-5.67,7.81,-0.79,5.01
16017,1,1,1,2,4,0,1,0,0,0,0,1,1,0,1,12.29,25.99,4.32,-0.76,6.94,1.42,4.55
17891,1,1,1,4,1,0,0,1,1,1,0,0,0,0,1,12.58,27.95,2.67,-2.49,7.66,-2.19,6.7
10716,0,1,3,3,4,1,0,0,0,1,1,0,0,0,0,12.12,31.11,2.46,-1.29,7.65,-1.06,6.93
14076,0,0,4,2,4,1,1,0,0,1,0,1,1,1,0,12,27.38,2.52,-0.38,7.5,-0.87,6.41
12349,0,0,3,5,4,0,1,0,1,0,1,1,1,1,1,12.15,29.42,0,0.47,7.44,-0.19,5.04
300,0,0,4,5,1,0,1,0,1,0,0,0,1,0,1,12.1,25.95,1.45,-4.05,6.94,-1.6,4.59
3499,0,1,2,4,3,1,0,0,0,1,0,1,1,1,0,12.23,31.72,4.04,-1.54,7.14,-0.46,5.56
13282,0,1,2,4,5,0,1,1,0,1,0,0,0,1,1,12.19,29.25,3.17,0.97,7.38,1.97,6.68
17637,1,1,4,5,1,1,0,1,0,0,0,1,1,1,1,11.8,29.02,0.52,0.29,7.77,1.33,4.86
6677,0,1,1,5,5,0,0,1,1,0,1,0,0,1,1,11.81,26.06,-0.52,7.36,7.91,2.09,4.61
14977,0,1,2,1,5,1,0,0,0,0,1,1,0,1,0,12.22,29.67,3.48,0.25,7.77,1.32,5.26
14759,0,1,2,5,4,0,0,1,0,0,1,1,1,1,1,12.06,25.78,2.95,-0.3,7.87,-0.44,4.9
18643,1,1,2,1,2,1,0,0,1,0,1,0,1,0,0,11.84,24.74,1.74,1.55,7.63,1.17,5.94
