,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
17505,1,2,3,3,1,0,1,1,1,0,1,0,0,0,12.07,28.53,-0.84,-0.08,7.49,-1.39,7.28
19229,1,2,3,2,1,0,1,1,1,1,1,1,1,0,11.86,29.47,2,4.76,7.52,-2.57,7.07
11945,0,1,2,4,1,0,0,0,1,1,0,1,0,0,11.94,27.17,4.81,-1.29,7.59,-1.05,5.58
17347,1,3,5,3,1,1,1,0,0,0,0,1,0,1,12.6,27.97,2.08,1.67,7.31,2.19,6.14
5153,1,1,3,4,1,0,1,1,0,1,0,0,1,1,12.21,28.27,0.98,-3.84,7.56,0.16,5.23
5783,1,5,4,3,1,1,0,1,1,0,1,1,1,1,11.8,27.97,2.13,-1.38,7.21,-0.63,5.23
14799,1,3,4,2,0,0,0,0,1,1,1,0,1,0,11.64,28.47,-1.17,-4.22,7.46,3.52,5.4
11163,1,5,2,5,1,1,1,1,1,1,0,1,1,0,12.31,29.76,0.12,-3.81,7.53,1.11,6.36
4108,1,1,4,4,0,0,0,0,1,1,0,1,1,0,11.84,28.95,4.01,-3.12,7.71,0.07,5.09
17268,1,3,1,3,0,0,0,0,1,0,1,0,0,0,11.85,25.67,4.13,-3.84,7.35,0.65,6.23
5482,1,1,5,4,1,1,0,1,0,1,1,1,1,1,12.16,28.64,-0.48,4.7,7.46,-0.77,5.71
19972,0,5,3,4,1,1,1,0,1,1,1,1,0,1,12.08,27.51,0.22,1.46,7.8,-0.57,6.43
16055,1,1,2,1,1,1,1,0,0,0,1,0,1,0,11.93,29.66,1.94,4.94,7.48,0.63,5.63
4614,1,5,2,4,0,1,1,0,1,1,0,1,1,1,12.23,30.94,1.01,3.07,7.62,-0.6,6
17873,0,1,1,4,1,1,1,1,0,0,0,1,1,1,12.13,27.51,3.62,-5.57,7.08,-1.63,6.37
17300,0,4,2,4,0,0,0,0,1,1,0,0,1,1,11.95,30.43,3.4,3.09,7.37,-1.53,6.67
984,1,1,5,3,1,1,1,1,0,0,0,1,0,1,12.07,27.18,-1.28,-0.7,7.78,1.43,3.6
3936,1,4,5,3,0,0,1,1,0,1,1,1,0,0,12.22,27.6,5.04,3.13,7.44,1.83,6.06
11609,1,2,4,5,1,0,1,1,1,0,1,1,0,0,12.34,27.77,1.56,1.07,7.33,0.61,5.28
4783,1,5,4,4,1,0,1,0,1,0,0,0,0,0,12.15,26.47,-0.24,-0.69,7.89,2.33,5.77
17428,0,4,2,3,0,0,1,1,0,0,0,1,0,0,12.26,29.13,1.22,-4.45,7.47,3.06,6.29
16858,1,4,4,3,0,0,1,0,0,0,1,0,1,1,12.01,28.66,0.32,-0.17,7.4,0.31,5.3
4504,1,1,2,3,0,0,1,1,0,0,1,0,0,0,11.96,30.01,2.3,0.46,7.76,1.04,7.52
18469,0,2,4,2,1,1,0,0,0,1,1,1,1,1,12.39,29.53,0.71,-1.77,7.87,-1.24,7.31
2619,0,3,3,4,1,1,0,1,1,0,0,1,1,1,12.46,29.12,1.58,-2.97,7.35,2.65,4.92
7541,1,5,3,5,0,1,0,0,0,0,0,1,1,1,12.15,28.03,5.11,5.69,7.58,3.31,6.1
2151,1,5,2,3,0,1,0,1,0,1,0,1,1,0,12,29.44,2.81,4.37,7.67,-1.76,6.33
1423,1,4,2,3,0,0,0,0,1,0,0,1,0,1,11.6,27.7,-1.16,0.92,7.36,-0.68,4.22
17945,0,3,4,3,0,1,0,1,0,0,1,0,1,0,12.02,30.17,1.5,-4.23,7.45,3.58,6.21
14038,1,5,5,4,1,1,0,0,0,1,0,0,1,0,12.3,27.61,1.96,-2.56,7.84,0.27,4.64
9155,1,4,4,3,1,1,1,0,0,1,0,1,0,1,11.76,25.19,1.41,-5.04,7.53,0.24,4.53
12500,1,2,5,5,0,0,1,0,1,0,0,1,0,0,12.02,29.17,2.42,5.31,7.35,-0.8,7.45
4043,1,2,4,4,0,0,1,0,0,1,1,0,0,1,12.21,27.1,2.5,-1.43,7.77,-0.48,5.48
3698,0,2,3,3,0,0,0,0,1,1,0,0,0,0,11.95,29.92,4.29,-4.17,7.48,1.82,5.38
16811,1,3,3,4,0,1,0,0,0,0,0,0,1,1,12.16,29.14,2.7,2.39,7.65,1.27,4.94
17003,1,3,4,1,0,1,0,1,0,1,0,1,0,0,12.03,25.14,3.48,2.66,7.46,-0.1,4.64
795,0,2,3,4,1,0,1,0,1,1,1,0,0,1,11.68,26.38,2.69,-5.84,7.68,0.41,6.41
12671,1,3,5,4,0,1,1,0,0,1,1,1,0,1,12.27,26.63,2.41,-0.78,7.82,-0.23,5
6408,1,4,5,1,1,1,0,1,1,0,1,1,1,0,12.04,27.47,-0.71,-3.07,7.55,-1.42,6.78
1350,1,3,2,3,1,0,1,0,1,0,0,0,1,0,12.05,27.88,0.69,-0.49,7.66,2.23,6.86
14735,0,5,4,4,1,0,0,1,0,1,1,1,1,0,11.86,28.13,1.28,0.89,7.46,-0.64,4.99
357,1,5,5,4,0,1,0,1,0,1,0,0,0,1,12.09,25.42,2.31,-4.87,7.4,0.2,5.6
11048,0,4,2,5,1,0,1,0,1,0,0,1,1,1,12,30.7,4.83,-2.53,7.36,-1.19,6.09
10901,0,3,5,3,1,1,0,0,0,0,0,1,0,1,11.93,26.62,-0.25,5,7.29,-0.56,5.26
4180,0,2,3,5,0,1,0,1,0,1,1,1,1,1,12.26,25.96,2.91,-2.45,7.83,0.78,7.72
15291,0,4,5,1,1,1,0,1,0,1,0,0,1,0,12.16,25.52,2.01,-0.75,7.38,2.03,6.34
10520,1,5,3,3,0,0,0,1,0,0,0,0,0,0,12,27.54,3.04,3.3,7.67,2.88,6.22
1781,1,1,5,5,0,0,1,1,1,1,1,0,0,1,11.9,27.48,1.81,4.62,7.53,-0.25,5.57
470,1,5,5,5,1,1,1,1,1,1,1,0,1,1,11.93,27.85,2.31,7.79,7.41,2.6,5.39
6778,1,3,4,4,1,0,0,1,1,1,0,1,1,0,12.3,29.31,3.15,4.16,7.69,1.66,5.93
15847,1,5,5,4,1,0,0,0,0,1,0,1,1,1,12.75,28.1,-0.51,-2.08,7.51,0.05,7.54
8907,1,3,3,5,1,0,0,0,0,1,1,0,1,1,12.23,30.28,-0.51,-1.64,7.49,-3.74,5.87
15867,0,3,1,1,0,1,0,0,0,0,1,1,0,0,12.09,32.14,2.05,3.87,7.54,2.45,4.73
2378,1,3,3,3,1,0,0,1,1,0,0,0,0,0,12.47,28.35,2.47,0.6,7.28,2.78,4.97
6440,0,2,4,5,0,0,0,0,1,1,1,0,1,0,11.75,26.35,-1.86,0.58,7.61,-0.78,7.02
7680,1,3,3,4,0,0,0,1,0,0,0,0,1,1,11.8,31.9,1.39,0.31,7.79,-1.19,4.04
8364,1,2,3,4,0,0,0,0,0,1,0,0,1,0,12.05,27.79,3.15,3.39,7.79,-0.53,4.48
3870,0,3,2,4,1,0,1,0,1,1,1,1,0,1,12.07,28.38,0.11,-0.62,7,-1.1,4.76
528,1,1,2,5,1,0,1,1,1,0,0,0,0,1,11.74,29.29,1.46,-3.21,7.51,3.03,7.21
11627,0,2,3,4,0,1,1,0,1,1,1,1,1,0,11.93,26.46,1.6,5.16,7.77,-1.19,5.38
1116,1,4,4,4,1,1,1,0,0,1,0,1,1,0,12.14,26.67,3.38,-1.71,7.31,-0.31,6.07
14719,0,4,5,5,0,0,0,0,1,0,0,0,1,1,11.97,29.51,3.89,-6.53,7.33,0.31,6.84
19247,1,2,3,2,1,0,1,1,1,1,0,0,0,1,11.73,28.97,0.99,4.79,7.85,1.74,6.43
6306,0,3,4,1,0,1,1,1,0,1,1,0,0,0,12.39,29.14,3.8,-5.8,7.07,1.23,4.72
8981,0,3,3,5,0,0,0,0,1,1,1,1,1,1,12.02,27.09,1.91,0.67,7.34,-1.52,4.27
2318,0,1,2,4,0,0,0,0,0,1,0,1,0,1,11.84,28.99,-0.87,2.84,7.4,1.54,5.47
8966,0,3,3,5,0,0,0,1,0,1,0,0,0,1,11.64,26.24,-1.55,2.57,7.69,1.53,4.8
17232,1,3,1,2,0,0,1,1,1,0,1,1,0,0,12.37,27.46,2.13,-3.49,7.78,1.28,7.1
14254,1,5,2,3,0,0,0,0,1,0,0,0,1,0,11.93,27.95,0.51,1.13,7.44,0,6.23
9609,1,4,2,5,1,1,1,1,1,1,0,0,1,1,12.35,29.29,2.43,-0.33,7.84,0.53,6.41
7370,0,3,1,3,0,1,1,1,1,0,0,0,0,0,11.8,27.39,1.21,0.34,7.63,-0.51,6.4
372,1,4,5,3,0,0,1,1,1,1,0,0,1,0,11.78,26.78,-2.39,3.35,7.28,-1.86,6.93
14403,0,1,3,4,1,0,0,0,0,0,0,0,0,0,12.32,24.47,0.37,-3.75,7.5,-0.21,6.6
8928,1,5,1,1,0,1,0,0,1,0,1,1,1,1,12.01,26.4,2.42,-3.31,7.29,-1.03,6.1
10579,1,4,5,3,1,1,1,0,0,0,1,0,0,1,11.7,30.41,2.89,-4.61,7.45,1.82,4.09
15553,1,4,3,3,0,0,0,1,0,0,1,1,0,0,11.63,28.86,1.41,-0.93,7.12,-0.67,5.16
617,1,3,5,4,0,1,0,0,1,0,1,1,0,0,12.02,29.75,3.53,1.88,7.21,0.76,6.83
38,0,1,4,2,1,0,0,0,0,1,1,0,1,0,11.96,29.67,3.67,-3.89,7.82,2.56,5.59
18427,0,5,2,2,0,0,0,0,1,1,1,1,0,1,12.08,28.54,1.47,3.72,7.39,0.53,6.55
1130,0,5,1,1,0,0,0,1,0,0,0,0,1,1,12.16,26.68,0.33,-2.14,7.65,0.24,6.06
19323,1,3,4,5,1,1,0,1,0,1,1,1,0,0,11.97,28.68,4.23,-4.96,7.87,-1.09,4.66
1743,0,2,5,3,1,0,0,0,0,1,0,1,1,1,11.85,25.74,4.55,-1.17,7.62,2.28,5.13
9419,1,3,1,2,0,1,0,1,0,1,1,1,0,0,11.88,30.81,2.37,5.98,7.39,1.43,6.29
10141,0,4,4,4,1,1,1,1,0,0,0,1,1,1,12.1,29.11,0.46,-0.97,7.54,-1.4,5.18
3239,1,3,3,2,0,0,0,1,1,0,0,0,0,0,11.99,29.91,0.89,-2.81,7.78,-0.27,5.81
7436,0,4,3,4,0,1,1,1,1,0,0,1,1,1,12.02,28.36,2.27,-0.03,7.57,-1.28,6.24
3247,1,4,3,4,1,0,1,0,1,0,1,1,1,0,11.9,26.71,1.91,5.13,7.31,-0.6,6.78
8248,0,2,4,3,1,0,0,0,0,1,1,1,0,1,12.34,26.57,3.56,4.2,7.11,4.22,1.99
6789,1,5,2,3,0,1,1,1,0,0,0,0,0,1,12.13,26.19,3.87,2.32,7.65,-0.3,5.64
11326,1,1,4,5,1,0,1,0,0,0,0,0,0,0,12.24,27.68,2.5,2.47,7.55,2.56,4.2
255,0,1,2,5,0,1,1,1,0,1,1,1,0,1,12.04,27.24,1.82,-0.04,7.46,-1.39,6.4
15898,0,1,3,4,0,0,0,1,0,0,1,1,1,0,12.19,28.05,0.5,3.18,7.79,3.53,6.34
10507,0,2,3,5,1,0,1,1,1,0,1,1,0,1,12.13,29.46,3.9,2.8,7.47,3.18,5.2
11889,0,3,4,4,0,0,0,0,1,1,1,1,1,1,11.94,29.12,1.91,-3.52,7.7,3.08,6
6820,1,1,3,3,0,0,1,1,0,0,0,1,0,0,11.92,29.44,3.46,-4.04,7.4,1.3,4.38
3314,1,5,4,4,1,0,0,0,1,0,1,0,0,1,12.09,29.21,0.65,3.85,7.63,-2.39,6.43
17253,1,3,3,3,0,0,1,0,1,1,0,1,0,1,11.91,28.59,1.46,-3.28,7.48,-0.14,6.54
3227,1,5,1,3,0,0,1,1,1,1,1,1,0,1,11.94,27.17,-0.52,0.68,7.69,-0.35,6.73
8633,1,4,2,3,0,1,0,0,1,1,0,0,1,1,12.12,26.7,0.74,3.15,8.21,1.05,5.84
3495,0,3,4,2,1,1,1,0,0,1,0,0,0,1,11.81,27.57,1.76,7.03,7.21,-1.06,6.29
17671,0,2,2,3,1,1,1,1,0,0,0,0,0,0,12.27,25.28,0.66,2.5,7.35,-0.59,6.04
2439,0,3,5,3,0,0,0,1,0,1,0,1,1,1,12.27,25.73,1.31,2.25,7.52,1.46,4.5
3750,1,1,3,3,1,0,0,1,0,1,1,1,1,1,11.78,28.73,3.91,-1.12,7.78,2.04,3.98
8684,0,1,2,5,0,0,1,1,0,1,0,1,0,1,12.24,26.31,4.61,0.42,7.51,1.77,3.87
15774,0,1,4,3,0,0,1,0,0,0,0,1,0,0,11.73,25.55,1.38,-1.87,7.68,-1.82,5.35
14574,1,2,3,5,1,1,0,0,0,0,0,0,1,0,11.91,28.17,0.37,-1.61,7.8,4.44,5.36
2246,0,2,5,3,0,0,1,1,1,1,1,1,1,0,12.17,26.67,-0.23,-7.49,7.59,-3.7,7.08
16529,0,4,5,3,0,0,1,0,0,0,0,1,0,0,12.46,29.34,2.05,-0.09,7.41,3.56,6.2
16855,0,4,4,3,1,1,1,1,0,1,1,1,0,1,12.07,29.45,1.57,-6.13,7.86,3.23,5.87
11262,1,2,4,5,0,1,0,0,0,1,0,1,1,1,12.14,28.92,-1.85,-2.83,7.44,1.04,7.71
6657,0,5,5,1,0,0,1,1,1,1,1,0,1,0,11.92,23.41,-1.16,3.82,7.71,-3.84,4.83
14556,0,2,2,5,0,1,0,0,0,1,0,0,0,0,12.11,23.85,2.53,0.32,7.3,0.45,6.91
19620,0,1,5,1,1,0,0,0,1,1,1,0,0,0,11.82,30.71,3.02,1.83,7.67,0.42,6.84
16942,1,1,1,1,1,0,0,1,1,0,0,0,1,1,11.88,28.48,3.12,-6.18,7.18,2.46,6.82
12514,1,2,3,4,0,0,1,1,0,0,1,0,0,1,12.09,25.98,1.4,-3.45,7.17,2.34,4.77
286,1,3,4,5,0,0,0,1,0,1,0,0,1,1,12.25,30.64,3.02,-0.59,6.96,-2.12,7.92
4618,0,3,4,4,0,1,0,0,1,0,1,0,1,1,11.94,28.54,0.61,1.26,7.01,0.25,6.58
2270,1,5,5,3,0,1,0,0,0,1,0,0,1,0,11.67,24.19,2.2,-3.75,7.47,3.92,6.55
18703,0,2,4,3,0,0,1,0,0,1,0,0,1,0,12.05,29.95,0.1,1.69,7.45,0.12,5.19
2747,1,3,4,3,1,0,1,1,1,1,1,1,1,0,12.21,30.17,2.98,-1.47,7.62,-1.43,5.56
6227,1,5,5,4,0,1,0,0,1,0,0,0,0,1,12.21,28.45,0.25,4.39,7.41,1.93,7.19
16355,0,1,1,5,1,1,0,0,1,1,1,0,0,1,11.8,27.44,1.64,5.28,7.7,0.43,7.18
7191,1,1,3,4,0,0,1,0,0,0,1,1,0,1,11.7,26.47,1.43,-1.88,7.39,2.05,7.23
15570,1,3,3,5,0,0,1,1,1,1,1,0,0,1,12.59,28.32,-0.48,-0.52,7.48,0.92,6.05
15364,0,4,4,2,1,1,1,1,1,1,0,1,0,1,12.19,26.71,1.34,-1.04,7.19,1.16,6.65
1619,0,5,1,3,0,0,0,1,0,1,1,1,1,0,12.1,26.63,3.17,3.18,7.5,1.84,7.75
4153,1,1,4,3,1,0,0,1,1,0,0,1,1,1,11.93,26.69,0.17,1,7.56,1.82,4.69
11712,0,1,4,3,1,1,0,1,0,0,1,0,1,1,11.67,29.3,1.92,-1.17,7.56,0.22,5.11
18001,1,5,5,1,1,0,1,0,1,0,0,0,1,1,11.87,29.23,2.46,0.8,7.57,-0.19,3.38
19344,0,5,5,4,1,1,0,1,1,0,0,1,0,1,12.14,27.92,-0.12,4.6,7.44,-0.29,5.44
15714,1,5,4,5,0,0,1,0,0,1,0,0,0,0,11.81,24.72,1.88,-4.51,7.54,1.25,6.99
6127,0,4,2,4,1,1,0,1,0,1,0,1,0,1,11.76,27.61,-0.44,-1.72,7.47,0.35,5.73
13725,0,1,5,4,0,0,1,0,0,1,0,0,1,1,11.81,25.55,0.7,-2.31,7.82,2.8,5.32
15441,1,2,4,4,0,0,0,1,0,1,1,0,1,1,11.81,26.43,-0.59,3.4,7.25,-0.36,6.1
2554,0,1,4,2,0,1,1,0,1,1,1,1,1,1,11.57,27.61,-2.14,3.64,7.78,3.33,5.81
15766,1,5,2,1,1,0,1,1,1,1,1,0,1,1,12.22,25.03,1.62,2.77,7.16,1.57,5.92
11898,0,2,2,4,1,1,1,1,0,1,1,0,0,0,11.89,30.01,4.66,2.24,7.34,1.47,6.72
1559,1,3,3,4,0,1,0,1,1,1,1,0,1,1,11.97,27.56,-0.22,2.63,7.51,2.79,7.13
7405,1,2,2,4,0,1,0,1,0,0,1,1,0,1,12.04,25.23,0.51,-1.51,7.25,-1.5,3.48
12059,1,5,5,4,1,1,1,0,1,1,1,1,0,0,11.74,27.32,1.37,-6.75,7.73,-0.45,5.73
7119,0,3,4,4,0,0,0,1,0,1,1,0,1,0,11.63,31.53,0.5,6.59,7.48,0.07,6.61
19696,1,3,2,3,1,1,0,0,1,0,0,0,1,0,11.99,29.51,2.31,8.42,7.76,-2.93,4.21
2541,1,3,3,4,1,1,1,1,1,0,0,0,1,1,11.98,27.07,1.67,5.66,7.42,1.04,3.78
10186,1,4,4,3,0,1,1,0,0,0,1,1,1,0,12.47,24.86,1.96,-2.88,7.46,-3.21,5.62
12200,1,5,2,3,1,1,0,0,0,1,0,1,0,1,11.95,25.3,-0.24,-0.2,7.67,-0.6,6.07
12049,1,1,3,5,0,0,1,1,1,0,1,0,0,1,12.04,29.15,3.08,1.09,7.73,1.74,6.46
6917,1,2,4,4,0,1,1,1,0,1,0,0,1,0,11.64,26.39,2.36,2.65,7.33,-0.78,5.41
16108,1,3,5,5,0,0,0,0,0,0,1,1,1,0,12.05,27.36,-1.33,2.44,7.6,0.03,5.66
17880,1,4,1,2,1,1,0,1,1,1,1,0,0,1,12.01,26.93,3.17,-1.66,7.29,-1.2,4.31
1001,1,5,2,3,1,0,1,1,1,0,1,1,1,1,12.11,27.16,-0.01,-8.95,7.57,2.41,5.19
13002,0,4,5,5,1,1,0,0,0,1,0,1,1,0,11.96,28.52,-0.8,-0.1,7.34,1.4,5.7
12393,0,3,1,3,1,0,1,1,1,1,0,0,0,0,12.04,28.41,0.38,-4.28,7.15,0.91,6.63
7194,1,4,5,1,0,0,1,1,1,0,0,1,0,1,11.65,26.23,0.46,3.85,7.56,-0.51,6.62
10189,1,4,3,4,1,1,1,0,0,0,1,0,0,1,11.86,28.28,3.28,1.06,7.2,2.7,8.37
18584,1,3,5,4,1,1,0,0,0,0,0,1,0,1,11.92,28.32,0.64,7.35,7.54,-2.66,7.95
2662,0,4,1,3,0,1,1,1,1,1,0,0,1,1,12.01,29.1,1.21,0.4,7.6,0.39,7.04
4785,1,4,2,3,1,0,1,1,0,0,0,1,0,0,11.97,26.85,-1.19,0.34,7.78,-0.47,3.51
1688,0,1,3,3,1,1,1,1,1,1,1,0,0,0,12.02,28.93,-3.11,2.39,7.82,3.59,4.38
3966,0,5,3,4,0,1,0,0,0,0,1,0,0,0,12.17,28.27,2.18,-3.51,7.33,-2.59,6.65
11391,0,3,5,5,1,0,0,1,0,1,0,0,1,0,11.93,26.81,0.01,-2.65,7.38,2.89,6.3
12552,1,3,5,4,1,1,1,1,1,1,0,1,1,1,12.04,27.67,1.43,-2.65,7.38,0.97,5.93
3794,1,2,4,4,0,1,0,0,0,1,0,0,0,0,11.89,26.64,0.39,0.06,7.24,4.32,5.57
12391,0,3,5,4,0,1,1,1,1,1,1,0,0,0,11.92,26.26,1.59,-1.58,7.96,2.37,6.8
10704,1,1,5,4,0,1,0,1,0,1,0,0,0,0,12.01,29.85,1.51,1.22,7.31,-2.28,5.27
8899,0,4,4,2,0,0,0,0,1,0,1,0,0,0,11.9,27.21,-0.19,-1.9,7.27,-0.85,6.98
2947,1,3,3,5,1,1,1,1,0,1,1,1,1,1,11.94,27.76,1.79,-2.72,7.18,1.69,6.45
14877,1,5,3,5,1,0,1,1,1,1,1,0,1,0,11.97,27.04,0.11,-4.25,7.19,1.51,7.43
11932,1,1,2,3,1,0,1,0,1,0,0,0,1,1,12.16,27.1,3.74,-5.06,7.65,-0.55,3.6
10421,0,4,2,5,0,0,1,1,1,0,1,1,1,1,12.06,28.69,2.4,12.42,7.51,3.73,7.21
13196,1,4,5,4,1,1,1,0,1,0,1,0,0,1,11.9,29.04,4.06,3.76,7.88,1.68,5.48
930,1,4,2,3,0,1,0,0,1,0,0,0,0,0,12.23,29.67,2.15,-2.95,7.26,4.42,7.3
5769,0,4,3,4,0,1,0,1,1,0,1,1,1,1,11.73,25.92,1.07,2.1,7.96,0.46,5.74
6755,1,5,4,4,0,1,0,0,0,1,0,0,0,1,11.64,25.1,1.54,-5.83,7.34,2.44,5.99
16504,0,3,3,5,0,1,1,0,0,0,0,1,1,1,12.23,26.54,0.33,-1.42,7.8,5.66,4.35
8931,1,5,2,4,1,1,0,0,0,0,0,0,0,1,12.05,29.49,3.76,0.01,7.34,-2.64,5.34
8975,1,4,4,3,1,0,1,0,0,1,1,0,0,1,11.88,27.32,2.07,-1.22,7.4,1.72,6.8
18720,1,3,2,3,0,0,0,0,0,0,1,0,0,0,12.17,26.33,4.75,7.63,7.91,2.87,4.82
5448,0,2,3,5,1,0,1,0,0,0,1,0,0,1,12.06,29.19,-0.33,1.19,7.41,3.12,7.02
11837,0,5,4,3,0,0,0,0,0,0,1,0,1,0,11.96,30.64,1.99,1.14,7.59,0.42,6.56
15771,0,1,3,5,1,1,1,0,0,1,1,0,0,0,11.46,29.39,2.1,-6.69,7.19,1.22,4.36
14995,1,3,4,5,1,0,1,1,0,1,0,1,0,1,12.11,26,0.95,-3.68,7.74,0.59,8.52
9331,1,3,5,4,0,1,0,1,1,0,0,1,0,1,11.61,24.71,0.84,0.84,7.47,-1.41,6.1
18991,0,4,4,3,0,1,0,0,0,0,0,0,0,0,12.1,24.96,0.57,4.55,7.65,2.24,5.59
11879,1,4,3,3,1,0,1,1,1,1,0,0,1,1,12.17,28.22,2.9,0.98,7.66,1.28,6.9
10334,1,2,5,1,1,1,1,0,1,0,1,0,0,1,12.14,30.61,-2.46,0.42,7.55,4.37,6.56
7381,1,5,2,5,0,1,1,0,1,0,0,0,0,1,12.06,26.41,-0.55,2.24,7.78,4.24,4.4
18796,1,3,1,1,1,1,0,1,1,0,1,0,1,1,11.79,28.8,2.26,1.78,7.66,-0.5,4.91
19290,0,4,5,4,0,0,1,1,0,1,0,1,0,1,12.08,30.52,0.28,-6.56,7.45,0.63,7.74
1235,1,2,3,3,1,0,1,1,1,0,1,0,0,0,11.89,27.35,0.8,-0.7,7.41,-3.16,4.93
12063,0,3,4,4,1,1,1,0,1,0,0,0,1,1,11.96,27.55,0.9,1.06,7.12,1.59,5.94
18532,1,5,4,1,0,0,1,1,1,1,1,1,1,0,12.11,26.72,2.24,-0.02,7.5,2.2,6.14
11166,1,2,4,5,0,1,0,1,1,0,0,0,0,1,11.83,25.7,0.02,2.36,7.38,-0.71,7.96
1075,1,4,5,1,0,1,1,0,0,1,0,0,0,1,11.9,29.33,2.67,3.4,7.7,0.21,4.45
369,1,3,1,5,1,1,1,0,0,1,0,1,0,1,12.19,30.81,3.22,3.24,7.79,-0.01,6.23
4366,1,2,3,2,0,0,0,0,0,0,0,1,0,0,11.62,29.5,-0.6,-1.72,7.77,1.95,4.89
222,1,3,5,5,0,1,1,0,1,0,0,1,1,1,11.74,24.7,1.9,-2.03,7.32,-0.31,6.33
10262,0,2,5,2,1,1,0,1,1,1,1,0,0,0,12.14,27.96,0.28,-5.98,7.74,0.46,4.26
2495,1,5,4,1,0,1,1,0,0,0,1,1,0,0,12.17,29.29,-1.29,-1.63,7.66,-0.6,5.06
10646,1,5,2,5,1,1,1,0,1,0,0,0,1,1,12.47,25.56,-0.32,-5.69,7.56,2.47,6.07
622,0,3,2,4,0,1,0,0,1,1,1,1,1,1,12.33,29.01,2.16,10.49,7.5,-0.99,6.78
14169,0,2,4,4,1,1,0,1,0,1,0,1,1,1,11.93,27.24,1.84,-6.23,7.47,-0.18,4.36
3723,0,1,4,5,0,1,0,1,1,1,1,0,0,0,12.33,27.01,2.7,-4.56,8.02,1.87,6.81
12611,1,4,5,5,0,0,1,1,1,0,1,0,1,1,11.92,27.23,2.04,-3.78,7.28,1.58,4.42
19285,1,2,2,2,1,1,0,0,1,1,1,0,1,0,11.62,28.03,1.36,-3.18,7.18,0.82,6.52
8063,1,2,4,3,1,0,1,1,1,1,1,0,0,0,12.1,26.95,4.79,0.17,7.55,2.61,7.57
6431,1,3,5,5,0,1,0,1,0,0,1,1,1,1,11.97,29.07,0.72,-0.48,7.45,-0.5,4.58
14297,1,3,3,5,1,1,0,0,1,0,0,1,0,0,11.83,27.05,2.43,5.8,7.55,6.07,4.57
10184,1,4,5,3,0,1,1,1,1,0,0,1,1,1,12.14,24.57,3.11,-2.76,7.03,3.78,5.93
9950,1,3,1,3,0,1,1,1,1,0,0,0,0,1,11.99,25.68,1.8,2.84,7.65,3.56,4.87
2531,1,5,4,3,1,0,0,0,1,0,0,1,0,0,12.07,33.21,1.92,1.37,8.11,-1.85,5.35
5446,1,2,2,5,1,1,0,0,1,0,1,1,0,0,11.99,29.43,2.59,4.01,7.56,-0.27,6.72
19821,1,4,3,2,0,0,1,1,0,1,1,0,1,0,11.94,28.57,-0.05,-0.1,7.22,-0.42,6.28
12338,1,2,3,3,0,0,0,1,0,1,0,0,0,1,12.04,28.98,4.32,0.64,7.52,-1.7,6.16
15990,0,3,5,1,1,1,1,1,0,1,0,1,1,0,12.14,24.57,-0.93,-8.08,7.09,-0.4,5.83
227,1,3,3,1,1,1,1,0,1,1,1,0,0,0,11.91,26.04,0.99,7.06,7.49,2.09,7.23
15149,0,2,1,3,0,1,1,1,0,1,0,0,1,1,12.17,28.5,5.01,-5.93,7.14,-0.41,6.68
19860,1,1,3,3,0,1,1,0,1,1,1,0,1,1,12.47,29,3.34,-3.29,7.42,-0.45,6.99
625,1,4,1,5,0,1,1,0,1,1,1,1,0,0,12.02,29.02,-0.74,-3.92,7.68,-1.92,5.02
9870,1,2,3,5,1,0,0,1,1,1,0,0,0,0,11.94,28.47,0.89,-0.04,7.61,0.06,5.63
12473,1,1,5,4,1,1,1,1,1,0,1,1,1,0,11.85,25.8,1.45,8.76,7.92,-1.35,6.36
15597,1,4,1,1,1,1,1,0,0,1,0,1,0,0,12.15,27.88,3,1.36,7.72,-1.94,5.89
12996,0,5,4,4,0,1,1,1,1,1,0,0,0,0,12.2,27.95,2.29,1.38,7.57,2.03,7.19
11317,0,3,5,1,0,1,0,1,1,1,1,1,0,1,12.15,28.02,0.35,-6.02,7.72,-1.85,5.73
8516,1,5,5,5,0,0,0,1,1,0,1,0,0,0,12.15,26.2,1.77,0.09,7.42,0.12,5.08
7218,1,1,3,5,0,0,1,0,1,1,0,0,1,0,12.2,30.85,1.47,4.29,7.58,1.16,5.53
10528,1,4,4,1,1,1,1,1,1,1,0,0,0,0,12.02,28.19,5.08,-3.53,7.37,-0.1,5.43
6096,0,1,2,3,1,0,0,1,0,0,1,1,1,0,11.87,28.83,2.43,9.54,7.55,0.7,7.49
11265,1,5,4,1,0,0,0,0,1,1,0,1,1,1,12.36,27.65,-0.71,-1.89,7.07,1.12,6.72
4155,1,4,4,4,0,0,0,0,1,1,0,0,0,0,12.32,26.35,-1.53,2.53,7.12,-1.28,6.18
12285,1,1,4,5,0,1,0,0,1,1,0,1,1,0,12.26,30.78,-0.34,-6.67,7.36,-1.24,5.87
16127,1,4,1,3,1,1,1,1,0,1,1,1,0,0,12.24,30.46,-0.05,-1.58,7.62,1.96,5.31
9789,0,5,4,5,0,0,1,1,1,1,1,0,0,1,12.12,29.19,-1.87,2.01,7.44,0.53,4.99
